ID;sex;generations;edu_level;loc;loc_mobil;p_numb;m_numb;ch_numb;relig;relig_type;relig_fre;sg;sge;sgl;generations2;age;a15.1;a15.2;a15.3;a15.4;a15.5;a15.6;a15.7;a15.8;a15.9;a15.10;a15.11;a15.12;a16.1;a16.2;a16.3;a16.4;a16.5;a16.6;a16.7;a16.8;a16.9;a16.10;a16.11;a16.12;a17.1;a17.2;a17.3;a17.4;a17.5;a17.6;a17.7;a17.8;a17.9;a17.10;a17.11;a17.12;a18.1;a18.2;a18.3;a18.4;a18.5;a18.6;a18.7;a18.8;a18.9;a18.10;a18.11;a18.12;a19.1;a19.2;a19.3;a19.4;a19.5;a19.6;a19.7;a19.8;a19.9;a19.10;a19.11;a19.12;a20.1;a20.2;a20.3;a20.4;a20.5;a20.6;a20.7;a20.8;a20.9;a20.10;a20.11;a20.12;a21.1;a21.2;a21.3;a21.4;a21.5;a21.6;a21.7;a21.8;a21.9;a21.10;a21.11;a21.12;a22.1;a22.2;a22.3;a22.4;a22.5;a22.6;a22.7;a22.8;a22.9;a22.10;a22.11;a22.12;a23.1;a23.2;a23.3;a23.4;a23.5;a23.6;a23.7;a23.8;a23.9;a23.10;a23.11;a23.12;a24.1;a24.2;a24.3;a24.4;a24.5;a24.6;a24.7;a24.8;a24.9;a24.10;a24.11;a24.12;a25.1;a25.2;a25.3;a25.4;a25.5;a25.6;a25.7;a25.8;a25.9;a25.10;a25.11;a25.12;a26.1;a26.2;a26.3;a26.4;a26.5;a26.6;a26.7;a26.8;a26.9;a26.10;a26.11;a26.12;a27.1;a27.2;a27.3;a27.4;a27.5;a27.6;a27.7;a27.8;a27.9;a27.10;a27.11;a27.12;a28.1;a28.2;a28.3;a28.4;a28.5;a28.6;a28.7;a28.8;a28.9;a28.10;a28.11;a28.12;a29.1;a29.2;a29.3;a29.4;a29.5;a29.6;a29.7;a29.8;a29.9;a29.10;a29.11;a29.12;a30.1;a30.2;a30.3;a30.4;a30.5;a30.6;a30.7;a30.8;a30.9;a30.10;a30.11;a30.12;a31.1;a31.2;a31.3;a31.4;a31.5;a31.6;a31.7;a31.8;a31.9;a31.10;a31.11;a31.12;a32.1;a32.2;a32.3;a32.4;a32.5;a32.6;a32.7;a32.8;a32.9;a32.10;a32.11;a32.12;a33.1;a33.2;a33.3;a33.4;a33.5;a33.6;a33.7;a33.8;a33.9;a33.10;a33.11;a33.12;a34.1;a34.2;a34.3;a34.4;a34.5;a34.6;a34.7;a34.8;a34.9;a34.10;a34.11;a34.12
1;2;5;3;2;1;0;1;2;1;1;4;25;235;225;3;41;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;M1C0J+;M1C0J+;M1C0J+;M1C0J+;M1C0J+;M1C0J+;M1C0J+;M1C0J+;M1C0J+;M1C0J+;M1C0J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+
2;2;5;2;2;1;0;1;2;1;1;4;25;225;225;3;34;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;SC0J;M1C0J+;M1C0J+;M1C0J+;M1C0J+;M1C0J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1J+;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;;
3;2;2;1;2;3;0;1;2;1;1;4;22;212;222;2;69;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC0J;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;SC0++E;M1C0++E;M1C0++E;M1C0++E;M1C0++E;M1C0++E;M1C0++E;M1C0++E;M1C0++E;M1C0++E;M1C0++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E
4;1;5;2;2;1;3;0;1;1;1;0;15;125;125;3;37;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC0E;SC0E;SC0E;SC0E;SC0E;SC0E;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;SC0E+;P1C0E+;P1C0E+;P1C0E+;P1C0E+;P1C0E+;P1C0E+;P1C0E+;P1C0E+;P1C0E+;P1C0E+;P1C0E+;P1C0E+;P1C0E+;P1C0E+;P1C0E+;P1C1E+;P1C1E+;P1C1E+;P1C1E+;P1C1E+;P1C1E+;P1C1E+;P1C1E+;P1C1E+;P1C1E+;P1C1E+;P1C1E+;P1C1E+;P1C1E+;P1C1E+;P1C1E+;P1C1E+;P1C1E+;P1C1E+;P1C1++J;P1C1++J;P1C1++J;P1C1++J;P1C1++J;P1C1++J;P1C1++J;P1C1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J;SC1++J
5;2;2;2;2;3;0;1;1;1;1;3;22;222;222;2;70;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC0J;SC0J;SC0J;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;SC0J+;M1C0J+;M1C0++L;M1C0++L;M1C0++L;M1C0++L;M1C0++L;M1C0++L;M1C0++L;M1C0++L;M1C0++L;M1C0++L;M1C0++L;M1C0++L;M1C0++L;M1C0++L;M1C0++L;M1C0++L;M1C0++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L
6;1;4;1;2;1;0;1;1;1;1;0;14;114;124;2;50;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L+;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;SC0++J;M1C0++J;M1C0++J;M1C0++J;M1C0++J;M1C0++J;M1C0++J;M1C0++J;M1C0++J;M1C0++J;M1C0++J;M1C0++J;M1C0++J;M1C0++J;M1C0++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J;M1C1++J
7;1;1;2;2;3;0;1;2;1;1;0;11;121;121;1;72;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC0E;SC0E;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;SC0++L;M1C0++L;M1C0++L;M1C0++L;M1C0++L;M1C0++L;M1C0++L;M1C0++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L;M1C1++L
8;1;4;1;2;1;2;2;2;1;1;0;14;114;124;2;44;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC00;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;SC0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C0L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1L+;P1C1++E;P1C1++E;P1C1++E;P1C1++E;P1C1++E;P1C1++E;P1C1++E;P1C1++E;P1C1++E;P1C1++E;P1C1++E;P1C1++E;P1C1++E;P1C1++E;P1C1++E;P1C1++E;P1C1++E;P1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;M1C1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E;SC1++E
